student_id,age,engagement_level,task_type,task_difficulty,time_spent_on_task,accuracy_of_responses,emotion_score,frustration_level,skill_gap,personalized_feedback,optimized_learning_path,learning_progress,progress_category
371,12,7.03,Writing,Hard,320,73,-0.41,2,None,Improve pronunciation.,Writing → Reading → Listening,38.03,Low
371,11,4.03,Reading,Hard,165,82,-0.7,0,None,Improve pronunciation.,Reading → Grammar → Speaking,44.84,Medium
371,17,9.2,Speaking,Medium,396,88,-0.08,4,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,37.95,Low
371,15,6.5,Listening,Hard,577,74,0.8,5,None,Practice grammar rules.,Reading → Grammar → Speaking,22.65,Low
371,16,0.9,Listening,Easy,277,94,0.3,10,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,37.52,Low
371,16,9.48,Speaking,Hard,243,64,-0.89,4,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,25.26,Low
371,10,2.59,Reading,Medium,99,90,0.62,4,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,35.04,Low
371,13,3.37,Listening,Hard,358,97,0.87,9,Grammar,Practice grammar rules.,Writing → Reading → Listening,39.7,Low
371,10,4.02,Reading,Easy,45,98,0.66,10,None,Good progress.,Reading → Grammar → Speaking,49.0,Medium
371,16,0.51,Listening,Hard,516,90,0.46,7,Grammar,Focus on synonyms.,Writing → Reading → Listening,36.95,Low
372,11,4.97,Grammar,Hard,203,55,-0.7,9,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,33.92,Low
372,14,1.23,Listening,Hard,303,69,-0.3,0,None,Good progress.,Writing → Reading → Listening,25.59,Low
372,14,4.01,Grammar,Hard,553,93,0.13,7,Grammar,Improve pronunciation.,Listening → Speaking → Writing,46.11,Medium
372,15,3.51,Reading,Medium,248,65,-0.85,10,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,27.89,Low
372,14,7.73,Listening,Easy,542,70,-0.79,6,Pronunciation,Good progress.,Listening → Speaking → Writing,20.34,Low
372,15,8.03,Writing,Easy,428,64,0.87,0,Pronunciation,Good progress.,Reading → Grammar → Speaking,29.9,Low
372,17,1.53,Writing,Easy,140,88,0.41,8,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,39.38,Low
372,15,3.67,Speaking,Hard,493,91,-0.45,3,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,30.11,Low
372,17,3.73,Writing,Easy,122,53,-0.35,6,None,Improve pronunciation.,Listening → Speaking → Writing,21.33,Low
372,15,1.51,Grammar,Medium,480,73,-0.23,2,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,27.87,Low
373,16,7.98,Writing,Hard,425,52,-0.85,7,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,28.33,Low
373,16,7.07,Writing,Hard,580,99,0.48,3,Grammar,Improve pronunciation.,Listening → Speaking → Writing,40.23,Medium
373,13,1.9,Writing,Easy,508,50,-0.65,1,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,19.55,Low
373,17,3.67,Listening,Hard,345,79,0.61,1,Pronunciation,Good progress.,Reading → Grammar → Speaking,29.24,Low
373,12,1.06,Speaking,Hard,382,62,0.69,7,Grammar,Good progress.,Writing → Reading → Listening,20.66,Low
373,17,6.28,Reading,Easy,268,67,0.28,7,None,Good progress.,Reading → Grammar → Speaking,24.08,Low
373,15,1.21,Speaking,Medium,133,89,0.54,0,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,30.99,Low
373,15,9.86,Grammar,Medium,58,60,-0.66,5,Pronunciation,Good progress.,Writing → Reading → Listening,21.22,Low
373,12,7.81,Listening,Easy,118,91,0.15,8,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,46.41,Medium
373,10,3.9,Listening,Medium,404,78,0.35,8,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,39.54,Low
374,15,5.79,Writing,Medium,426,53,0.32,1,Grammar,Good progress.,Writing → Reading → Listening,29.57,Low
374,13,9.11,Writing,Medium,592,74,-0.77,7,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,33.0,Low
374,14,5.54,Grammar,Hard,393,85,-0.31,7,None,Practice grammar rules.,Reading → Grammar → Speaking,33.83,Low
374,14,1.74,Listening,Hard,176,85,-0.35,3,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,37.82,Low
374,11,3.79,Reading,Hard,343,93,0.15,3,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,46.4,Medium
374,11,8.43,Speaking,Medium,577,89,0.53,4,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,39.86,Low
374,14,6.44,Listening,Hard,481,77,0.14,10,None,Improve pronunciation.,Writing → Reading → Listening,30.77,Low
374,14,6.51,Reading,Medium,535,94,0.51,9,Pronunciation,Good progress.,Reading → Grammar → Speaking,42.6,Medium
374,16,8.67,Reading,Easy,515,57,-0.8,6,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,42.57,Medium
374,13,8.94,Speaking,Medium,130,70,0.76,0,None,Practice grammar rules.,Listening → Speaking → Writing,27.73,Low
375,12,9.2,Reading,Hard,136,84,0.07,10,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,31.15,Low
375,11,0.95,Grammar,Medium,320,93,-0.93,8,Pronunciation,Good progress.,Listening → Speaking → Writing,43.81,Medium
375,16,5.44,Reading,Hard,378,67,0.29,2,Grammar,Practice grammar rules.,Writing → Reading → Listening,34.42,Low
375,16,7.41,Grammar,Hard,256,96,0.03,10,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,35.42,Low
375,12,7.57,Reading,Easy,79,74,-0.56,3,None,Improve pronunciation.,Reading → Grammar → Speaking,34.12,Low
375,16,6.07,Writing,Easy,187,95,0.53,6,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,38.51,Low
375,17,1.67,Reading,Hard,357,90,0.87,4,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,30.88,Low
375,13,7.97,Grammar,Medium,106,54,-0.35,4,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,18.63,Low
375,14,7.2,Reading,Easy,483,96,-0.01,0,None,Practice grammar rules.,Writing → Reading → Listening,38.69,Low
375,15,0.86,Reading,Easy,339,57,-0.74,1,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,24.75,Low
376,12,4.64,Reading,Hard,356,72,0.86,4,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,34.31,Low
376,14,1.74,Grammar,Medium,537,52,-0.36,1,Vocabulary,Good progress.,Reading → Grammar → Speaking,20.24,Low
376,14,3.37,Reading,Easy,136,93,-0.61,0,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,37.86,Low
376,10,0.18,Speaking,Easy,270,86,-0.04,9,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,37.45,Low
376,17,4.0,Speaking,Medium,464,80,-0.91,2,Grammar,Focus on synonyms.,Writing → Reading → Listening,32.47,Low
376,12,5.5,Grammar,Easy,57,78,-0.49,10,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,31.54,Low
376,16,6.2,Writing,Medium,278,90,-0.86,0,Grammar,Improve pronunciation.,Writing → Reading → Listening,44.7,Medium
376,15,6.63,Speaking,Hard,393,69,-0.75,9,None,Improve pronunciation.,Reading → Grammar → Speaking,27.8,Low
376,12,8.36,Listening,Easy,562,52,-0.78,7,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,20.53,Low
376,16,2.15,Speaking,Hard,501,72,0.74,7,Pronunciation,Good progress.,Writing → Reading → Listening,26.73,Low
377,14,1.2,Listening,Medium,568,89,0.86,7,None,Practice grammar rules.,Listening → Speaking → Writing,35.41,Low
377,15,8.52,Grammar,Hard,442,70,-0.05,6,None,Focus on synonyms.,Writing → Reading → Listening,37.31,Low
377,16,1.57,Writing,Hard,598,62,0.26,6,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,27.84,Low
377,13,9.75,Listening,Hard,194,57,0.39,1,None,Good progress.,Reading → Grammar → Speaking,26.0,Low
377,16,8.43,Listening,Medium,77,54,-0.22,8,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,23.79,Low
377,10,5.01,Speaking,Medium,513,74,-0.26,6,Grammar,Focus on synonyms.,Writing → Reading → Listening,35.36,Low
377,17,9.81,Listening,Medium,187,88,0.35,4,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,38.18,Low
377,14,0.97,Grammar,Medium,180,86,-0.25,3,None,Focus on synonyms.,Writing → Reading → Listening,34.75,Low
377,16,3.03,Grammar,Medium,254,90,0.16,7,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,38.87,Low
377,17,6.38,Grammar,Easy,289,54,0.03,4,Vocabulary,Good progress.,Reading → Grammar → Speaking,20.54,Low
378,11,3.5,Speaking,Easy,416,57,0.05,5,Vocabulary,Good progress.,Writing → Reading → Listening,34.13,Low
378,11,9.28,Writing,Easy,285,93,0.66,3,None,Practice grammar rules.,Writing → Reading → Listening,50.13,Medium
378,17,0.66,Speaking,Hard,90,53,0.41,1,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,22.73,Low
378,17,5.49,Grammar,Hard,425,90,0.92,6,None,Good progress.,Writing → Reading → Listening,37.45,Low
378,10,5.91,Speaking,Medium,426,71,0.58,1,Pronunciation,Good progress.,Writing → Reading → Listening,26.65,Low
378,13,6.53,Grammar,Medium,191,63,-0.71,10,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,27.54,Low
378,14,2.56,Reading,Easy,409,68,0.48,6,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,23.41,Low
378,12,3.65,Reading,Medium,472,62,0.33,6,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,25.54,Low
378,10,8.44,Listening,Hard,378,84,0.29,0,Vocabulary,Practice grammar rules.,Listening → Speaking → Writing,40.85,Medium
378,13,1.95,Writing,Medium,60,53,-0.04,9,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,27.07,Low
379,17,8.27,Reading,Easy,100,82,-0.88,9,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,42.67,Medium
379,12,5.63,Grammar,Medium,426,71,0.9,2,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,33.2,Low
379,17,7.62,Speaking,Hard,467,50,0.7,2,None,Good progress.,Writing → Reading → Listening,18.69,Low
379,17,7.14,Speaking,Easy,31,60,-0.03,10,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,33.51,Low
379,11,2.08,Listening,Medium,591,65,-0.68,5,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,31.93,Low
379,11,5.69,Speaking,Hard,164,53,0.65,10,Grammar,Practice grammar rules.,Listening → Speaking → Writing,20.88,Low
379,12,8.68,Reading,Easy,175,78,-0.14,2,Pronunciation,Practice grammar rules.,Writing → Reading → Listening,29.63,Low
379,10,4.32,Speaking,Easy,208,88,-0.22,8,None,Improve pronunciation.,Reading → Grammar → Speaking,37.68,Low
379,11,9.67,Reading,Hard,293,93,0.33,4,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,47.23,Medium
379,14,4.52,Reading,Medium,340,87,0.52,5,None,Practice grammar rules.,Writing → Reading → Listening,34.53,Low
380,17,1.43,Writing,Medium,233,73,-0.87,5,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,30.91,Low
380,15,3.89,Listening,Medium,59,58,0.54,7,None,Focus on synonyms.,Listening → Speaking → Writing,27.65,Low
380,16,9.52,Grammar,Easy,88,57,0.47,9,Grammar,Good progress.,Listening → Speaking → Writing,18.53,Low
380,12,3.2,Reading,Easy,38,63,0.18,10,Grammar,Improve pronunciation.,Writing → Reading → Listening,23.08,Low
380,12,8.68,Listening,Medium,353,64,-0.32,2,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,37.13,Low
380,11,8.81,Grammar,Easy,196,71,-0.67,8,Grammar,Improve pronunciation.,Writing → Reading → Listening,21.6,Low
380,10,3.5,Speaking,Easy,366,86,-0.79,6,Grammar,Practice grammar rules.,Writing → Reading → Listening,41.87,Medium
380,17,0.83,Listening,Hard,408,64,-1.0,10,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,31.81,Low
380,14,7.25,Listening,Medium,271,55,-0.59,5,None,Good progress.,Reading → Grammar → Speaking,26.81,Low
380,10,3.12,Listening,Medium,189,50,-0.18,10,Grammar,Focus on synonyms.,Listening → Speaking → Writing,21.66,Low
381,13,7.83,Speaking,Medium,264,69,-0.51,0,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,22.74,Low
381,13,4.43,Speaking,Easy,482,90,-0.38,3,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,40.47,Medium
381,15,4.85,Listening,Easy,228,85,-0.22,4,None,Good progress.,Writing → Reading → Listening,33.9,Low
381,11,7.78,Writing,Easy,506,51,-0.38,1,Vocabulary,Good progress.,Writing → Reading → Listening,29.69,Low
381,11,3.82,Reading,Medium,62,55,0.45,0,None,Focus on synonyms.,Reading → Grammar → Speaking,25.83,Low
381,11,4.43,Speaking,Easy,437,51,-0.02,1,Grammar,Improve pronunciation.,Writing → Reading → Listening,14.89,Low
381,15,3.76,Writing,Medium,118,52,-0.96,7,None,Improve pronunciation.,Writing → Reading → Listening,18.39,Low
381,13,3.67,Speaking,Easy,250,56,-0.55,9,None,Good progress.,Reading → Grammar → Speaking,15.81,Low
381,10,5.26,Listening,Medium,98,69,0.42,5,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,23.02,Low
381,15,8.09,Writing,Hard,323,98,-0.4,9,None,Focus on synonyms.,Reading → Grammar → Speaking,46.04,Medium
382,15,3.62,Grammar,Easy,266,90,0.84,1,None,Practice grammar rules.,Writing → Reading → Listening,36.77,Low
382,10,5.24,Reading,Medium,189,90,0.43,8,Pronunciation,Improve pronunciation.,Reading → Grammar → Speaking,34.15,Low
382,11,6.71,Reading,Hard,319,100,-0.42,7,None,Focus on synonyms.,Writing → Reading → Listening,42.17,Medium
382,14,2.69,Speaking,Hard,583,54,0.03,3,None,Focus on synonyms.,Listening → Speaking → Writing,21.2,Low
382,10,2.78,Reading,Easy,562,74,0.33,10,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,31.22,Low
382,13,9.33,Grammar,Medium,364,87,-0.61,9,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,48.33,Medium
382,12,7.24,Writing,Easy,531,67,-0.51,6,None,Practice grammar rules.,Listening → Speaking → Writing,29.28,Low
382,17,5.77,Writing,Hard,275,50,0.01,2,None,Improve pronunciation.,Reading → Grammar → Speaking,28.13,Low
382,12,6.48,Listening,Easy,352,74,0.85,5,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,22.5,Low
382,16,0.29,Writing,Medium,358,66,-0.31,2,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,25.4,Low
383,16,6.18,Speaking,Hard,576,95,-0.2,9,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,33.71,Low
383,15,5.1,Grammar,Easy,368,64,-0.62,2,None,Good progress.,Listening → Speaking → Writing,29.12,Low
383,17,5.46,Listening,Easy,200,54,0.19,10,Grammar,Improve pronunciation.,Listening → Speaking → Writing,27.09,Low
383,12,3.59,Speaking,Easy,139,66,0.48,8,Grammar,Practice grammar rules.,Listening → Speaking → Writing,32.06,Low
383,14,0.81,Speaking,Easy,39,70,-0.12,5,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,28.08,Low
383,11,1.93,Speaking,Easy,231,72,0.5,7,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,35.75,Low
383,13,9.51,Reading,Hard,286,92,-0.39,3,None,Focus on synonyms.,Reading → Grammar → Speaking,41.95,Medium
383,16,4.09,Speaking,Hard,291,59,0.41,3,Vocabulary,Good progress.,Reading → Grammar → Speaking,28.39,Low
383,14,4.67,Reading,Medium,459,66,-0.48,7,None,Focus on synonyms.,Reading → Grammar → Speaking,25.73,Low
383,13,0.53,Writing,Easy,536,50,0.56,6,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,17.9,Low
384,13,0.38,Reading,Medium,95,86,0.66,4,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,33.59,Low
384,11,7.17,Speaking,Hard,64,97,0.6,1,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,48.29,Medium
384,17,5.38,Grammar,Easy,586,56,-0.57,5,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,22.15,Low
384,15,5.09,Grammar,Medium,520,61,0.39,0,Grammar,Good progress.,Reading → Grammar → Speaking,19.26,Low
384,12,2.43,Writing,Easy,283,89,0.08,6,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,35.71,Low
384,11,7.45,Speaking,Easy,46,99,0.97,8,None,Practice grammar rules.,Reading → Grammar → Speaking,39.06,Low
384,14,1.68,Reading,Medium,290,50,-0.28,4,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,26.33,Low
384,15,1.9,Grammar,Hard,285,69,0.54,4,None,Practice grammar rules.,Reading → Grammar → Speaking,29.57,Low
384,14,4.61,Listening,Medium,453,93,-0.26,6,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,41.29,Medium
384,15,2.86,Speaking,Medium,530,80,-0.21,4,Pronunciation,Good progress.,Reading → Grammar → Speaking,38.88,Low
385,17,2.47,Speaking,Medium,315,53,-0.78,9,Grammar,Focus on synonyms.,Writing → Reading → Listening,23.6,Low
385,16,6.45,Listening,Easy,36,75,-0.52,3,Grammar,Good progress.,Listening → Speaking → Writing,27.77,Low
385,14,6.51,Grammar,Hard,526,61,-0.67,0,Vocabulary,Focus on synonyms.,Reading → Grammar → Speaking,29.3,Low
385,11,8.25,Listening,Hard,228,71,-0.68,5,None,Focus on synonyms.,Reading → Grammar → Speaking,37.43,Low
385,15,4.18,Writing,Easy,447,50,-0.98,8,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,21.46,Low
385,15,0.73,Reading,Hard,81,50,0.59,3,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,21.32,Low
385,13,2.74,Reading,Medium,272,52,-0.06,9,None,Improve pronunciation.,Writing → Reading → Listening,19.16,Low
385,13,9.8,Grammar,Hard,248,61,0.61,10,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,28.37,Low
385,10,5.96,Listening,Easy,547,70,0.23,3,None,Improve pronunciation.,Reading → Grammar → Speaking,32.8,Low
385,14,7.1,Speaking,Hard,138,62,0.66,4,Grammar,Good progress.,Listening → Speaking → Writing,33.37,Low
386,13,0.07,Speaking,Easy,380,62,0.01,5,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,34.07,Low
386,10,5.18,Speaking,Medium,95,90,-0.81,2,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,40.92,Medium
386,16,0.38,Writing,Easy,39,67,0.23,8,Vocabulary,Improve pronunciation.,Writing → Reading → Listening,34.69,Low
386,16,5.69,Writing,Hard,231,82,0.36,0,None,Improve pronunciation.,Reading → Grammar → Speaking,37.23,Low
386,13,9.21,Speaking,Medium,243,55,0.25,10,None,Focus on synonyms.,Writing → Reading → Listening,27.86,Low
386,14,9.68,Grammar,Hard,97,74,0.6,5,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,45.91,Medium
386,15,5.41,Writing,Easy,356,72,0.46,5,None,Focus on synonyms.,Reading → Grammar → Speaking,30.49,Low
386,12,4.58,Writing,Medium,79,73,-0.13,7,None,Improve pronunciation.,Listening → Speaking → Writing,25.31,Low
386,17,9.45,Reading,Easy,46,86,0.64,4,None,Improve pronunciation.,Listening → Speaking → Writing,48.92,Medium
386,14,6.74,Reading,Hard,552,75,0.38,8,Pronunciation,Good progress.,Writing → Reading → Listening,35.62,Low
387,17,0.65,Grammar,Easy,335,53,-0.76,8,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,15.81,Low
387,11,4.66,Writing,Hard,421,87,0.08,1,Grammar,Practice grammar rules.,Listening → Speaking → Writing,36.38,Low
387,16,2.4,Writing,Hard,153,84,0.46,4,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,37.25,Low
387,13,4.7,Listening,Medium,533,98,0.11,6,Vocabulary,Practice grammar rules.,Writing → Reading → Listening,37.33,Low
387,13,4.55,Grammar,Medium,254,60,0.9,1,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,20.13,Low
387,17,5.82,Grammar,Easy,347,85,-0.8,6,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,40.26,Medium
387,15,3.57,Listening,Hard,502,74,0.44,8,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,21.67,Low
387,17,1.64,Listening,Hard,570,69,0.65,7,None,Practice grammar rules.,Writing → Reading → Listening,25.81,Low
387,11,5.04,Reading,Medium,387,50,0.41,9,Pronunciation,Good progress.,Listening → Speaking → Writing,18.91,Low
387,15,8.3,Grammar,Medium,512,79,-0.23,8,Grammar,Focus on synonyms.,Writing → Reading → Listening,29.33,Low
388,11,6.64,Grammar,Medium,458,53,-0.23,3,Grammar,Focus on synonyms.,Writing → Reading → Listening,22.15,Low
388,12,3.38,Listening,Medium,526,72,0.17,7,Pronunciation,Good progress.,Listening → Speaking → Writing,29.12,Low
388,16,9.36,Speaking,Easy,501,84,-0.21,8,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,21.45,Low
388,13,9.12,Speaking,Easy,329,91,0.77,9,Pronunciation,Good progress.,Writing → Reading → Listening,40.62,Medium
388,13,2.09,Reading,Easy,113,71,-0.78,1,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,34.04,Low
388,12,0.39,Speaking,Easy,406,80,0.28,9,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,39.56,Low
388,10,7.41,Speaking,Medium,342,50,-0.73,2,None,Practice grammar rules.,Listening → Speaking → Writing,22.77,Low
388,16,8.28,Speaking,Easy,349,53,0.08,0,None,Practice grammar rules.,Listening → Speaking → Writing,13.91,Low
388,15,9.68,Writing,Easy,233,68,0.43,0,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,35.29,Low
388,12,8.9,Reading,Easy,384,79,-0.67,9,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,34.73,Low
389,15,6.01,Listening,Medium,323,50,0.41,5,Grammar,Focus on synonyms.,Reading → Grammar → Speaking,26.07,Low
389,17,5.3,Speaking,Hard,533,97,-0.72,0,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,41.94,Medium
389,14,0.28,Writing,Medium,174,68,0.24,4,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,30.65,Low
389,13,2.47,Speaking,Hard,568,70,0.01,5,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,24.71,Low
389,15,4.6,Writing,Hard,46,71,-0.4,8,None,Good progress.,Listening → Speaking → Writing,24.22,Low
389,11,6.29,Reading,Easy,68,99,-0.78,5,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,41.35,Medium
389,15,5.57,Speaking,Easy,159,51,0.47,3,Grammar,Improve pronunciation.,Reading → Grammar → Speaking,22.59,Low
389,14,7.43,Writing,Easy,144,55,-0.24,0,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,21.21,Low
389,16,2.8,Grammar,Medium,479,70,-0.83,5,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,25.4,Low
389,13,5.65,Grammar,Medium,74,82,0.55,6,Grammar,Practice grammar rules.,Writing → Reading → Listening,30.77,Low
390,17,0.88,Writing,Easy,245,68,-0.53,4,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,33.89,Low
390,12,4.14,Speaking,Medium,444,76,0.47,5,Grammar,Focus on synonyms.,Listening → Speaking → Writing,27.34,Low
390,17,7.5,Speaking,Medium,294,86,0.13,9,Vocabulary,Improve pronunciation.,Reading → Grammar → Speaking,39.31,Low
390,14,6.93,Reading,Hard,469,78,-0.61,7,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,29.62,Low
390,13,9.91,Reading,Medium,410,77,-0.85,0,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,37.05,Low
390,15,2.78,Listening,Hard,330,83,0.19,7,None,Practice grammar rules.,Listening → Speaking → Writing,41.16,Medium
390,16,4.98,Reading,Easy,200,50,-0.95,10,None,Good progress.,Listening → Speaking → Writing,27.05,Low
390,10,3.3,Speaking,Medium,435,97,-0.87,1,None,Improve pronunciation.,Listening → Speaking → Writing,39.22,Low
390,16,4.41,Listening,Hard,384,74,0.4,1,Pronunciation,Focus on synonyms.,Listening → Speaking → Writing,33.18,Low
390,10,8.57,Reading,Medium,190,70,0.08,7,Grammar,Practice grammar rules.,Listening → Speaking → Writing,28.66,Low
391,11,6.84,Writing,Hard,581,83,-0.35,1,None,Focus on synonyms.,Listening → Speaking → Writing,40.86,Medium
391,16,8.82,Grammar,Hard,55,75,0.08,7,Vocabulary,Good progress.,Reading → Grammar → Speaking,32.57,Low
391,13,2.04,Reading,Medium,112,85,0.18,4,Pronunciation,Good progress.,Writing → Reading → Listening,42.02,Medium
391,10,8.73,Reading,Easy,202,84,0.13,8,Pronunciation,Practice grammar rules.,Reading → Grammar → Speaking,31.64,Low
391,12,0.6,Writing,Hard,99,72,0.29,8,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,25.19,Low
391,13,8.89,Speaking,Easy,35,66,0.88,7,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,32.55,Low
391,12,3.29,Writing,Medium,224,96,-0.22,8,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,41.77,Medium
391,16,3.15,Reading,Medium,554,91,-0.4,6,Pronunciation,Focus on synonyms.,Writing → Reading → Listening,46.87,Medium
391,12,5.12,Speaking,Easy,92,61,-0.92,7,Grammar,Good progress.,Reading → Grammar → Speaking,24.95,Low
391,10,9.41,Listening,Medium,42,93,-0.71,5,Pronunciation,Focus on synonyms.,Reading → Grammar → Speaking,37.76,Low
392,13,0.48,Reading,Hard,234,69,-0.79,8,Vocabulary,Focus on synonyms.,Writing → Reading → Listening,25.07,Low
392,15,3.52,Writing,Easy,69,88,-0.33,1,Pronunciation,Good progress.,Listening → Speaking → Writing,35.72,Low
392,14,8.57,Listening,Medium,194,76,0.22,2,Pronunciation,Improve pronunciation.,Writing → Reading → Listening,35.58,Low
392,10,3.96,Grammar,Medium,60,91,-0.91,1,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,30.25,Low
392,10,1.99,Listening,Easy,558,86,0.46,5,Grammar,Improve pronunciation.,Writing → Reading → Listening,29.33,Low
392,15,4.25,Writing,Hard,427,69,-0.21,2,Pronunciation,Improve pronunciation.,Listening → Speaking → Writing,30.81,Low
392,13,3.86,Listening,Easy,488,60,0.93,10,None,Focus on synonyms.,Reading → Grammar → Speaking,27.01,Low
392,13,9.15,Writing,Medium,252,77,0.14,0,None,Improve pronunciation.,Reading → Grammar → Speaking,32.93,Low
392,17,7.62,Reading,Medium,107,51,0.54,3,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,25.66,Low
392,16,5.05,Speaking,Easy,457,73,0.72,4,Vocabulary,Focus on synonyms.,Listening → Speaking → Writing,23.71,Low
393,12,9.88,Grammar,Hard,454,65,0.78,10,Vocabulary,Improve pronunciation.,Listening → Speaking → Writing,25.24,Low
393,16,4.65,Speaking,Hard,416,61,0.04,3,None,Improve pronunciation.,Listening → Speaking → Writing,22.66,Low
393,15,0.58,Speaking,Hard,268,65,-0.21,5,Vocabulary,Practice grammar rules.,Reading → Grammar → Speaking,22.29,Low
393,16,2.62,Speaking,Easy,119,85,0.12,2,None,Improve pronunciation.,Writing → Reading → Listening,39.74,Low
393,15,4.36,Writing,Hard,414,51,-0.2,9,Grammar,Practice grammar rules.,Reading → Grammar → Speaking,26.56,Low
